ensembl_gene_id	hsapiens_homolog_ensembl_gene	external_gene_name
ENSRNOG00000013280	ENSG00000102837	Olfm4
ENSRNOG00000043481	ENSG00000204657	Or2h2
ENSRNOG00000043481	ENSG00000204688	Or2h2
ENSRNOG00000021345	ENSG00000113249	Timd2
ENSRNOG00000055197	ENSG00000211689	AABR07027872.1
ENSRNOG00000055197	ENSG00000227191	AABR07027872.1
ENSRNOG00000059896	ENSG00000207957	Mir105
ENSRNOG00000059896	ENSG00000207818	Mir105
ENSRNOG00000056637	ENSG00000204427	Abhd16a
ENSRNOG00000046611	ENSG00000134874	Dzip1-ps1
ENSRNOG00000003018	ENSG00000162745	Olfml2b
ENSRNOG00000019434	ENSG00000065457	Adat1
ENSRNOG00000028016	ENSG00000116701	Ncf2
ENSRNOG00000006689	ENSG00000171316	Chd7
ENSRNOG00000014647	ENSG00000067955	Cbfb
ENSRNOG00000007349	ENSG00000100325	Ascc2
ENSRNOG00000004118	ENSG00000169933	Frmpd4
ENSRNOG00000019009	ENSG00000105643	Arrdc2
ENSRNOG00000070527	ENSG00000171148	
ENSRNOG00000014182	ENSG00000079308	Tns1
ENSRNOG00000009642	ENSG00000115484	Cct4
ENSRNOG00000009014	ENSG00000110660	Slc35f2
ENSRNOG00000063070	ENSG00000253537	Pcdhga5
ENSRNOG00000002882	ENSG00000141664	Zcchc2
ENSRNOG00000018281	ENSG00000169021	Uqcrfs1
ENSRNOG00000005093	ENSG00000133067	Lgr6
ENSRNOG00000013220	ENSG00000180448	Arhgap45
ENSRNOG00000007515	ENSG00000131437	Kif3a
ENSRNOG00000069254	ENSG00000090659	LOC100363914
ENSRNOG00000029420	ENSG00000206474	Or10c1
ENSRNOG00000001571	ENSG00000156284	Cldn8
ENSRNOG00000036262	ENSG00000272080	Mir500
ENSRNOG00000004819	ENSG00000102312	Porcn
ENSRNOG00000059445	ENSG00000042286	Aifm2
ENSRNOG00000011120	ENSG00000147231	Radx
ENSRNOG00000071066	ENSG00000203685	Stum
ENSRNOG00000005041	ENSG00000182809	Crip2
ENSRNOG00000000775	ENSG00000204655	Mog
ENSRNOG00000059840	ENSG00000113763	Unc5a
ENSRNOG00000057982	ENSG00000207871	Mir3585
ENSRNOG00000057982	ENSG00000207984	Mir3585
ENSRNOG00000056258	ENSG00000134765	Dsc1
ENSRNOG00000008970	ENSG00000118946	Pcdh17
ENSRNOG00000000954	ENSG00000186184	Polr1d
ENSRNOG00000048374	ENSG00000188694	Krtap24-1
ENSRNOG00000070517	ENSG00000198848	Ces1f
ENSRNOG00000053635	ENSG00000198315	Zkscan8
ENSRNOG00000024061	ENSG00000077092	Rarb
ENSRNOG00000003276	ENSG00000176658	Myo1d
ENSRNOG00000008410	ENSG00000182923	Cep63
ENSRNOG00000001379	ENSG00000021461	Cyp3a62
ENSRNOG00000001379	ENSG00000160870	Cyp3a62
ENSRNOG00000001379	ENSG00000106258	Cyp3a62
ENSRNOG00000001379	ENSG00000160868	Cyp3a62
ENSRNOG00000020134	ENSG00000005007	Upf1
ENSRNOG00000058588	ENSG00000170448	Nfxl1
ENSRNOG00000064511	ENSG00000153930	Ankfn1
ENSRNOG00000067803	ENSG00000060971	Acaa1b
ENSRNOG00000000826	ENSG00000137312	Flot1
ENSRNOG00000067486	ENSG00000167112	
ENSRNOG00000059362	ENSG00000103044	Has3
ENSRNOG00000024025	ENSG00000038358	Edc4
ENSRNOG00000002881	ENSG00000162733	Ddr2
ENSRNOG00000008530	ENSG00000067221	Stoml1
ENSRNOG00000000974	ENSG00000198816	Zfp358
ENSRNOG00000028845	ENSG00000164330	Ebf1
ENSRNOG00000013368	ENSG00000154822	Plcl2
ENSRNOG00000000842	ENSG00000213722	Ddah2
ENSRNOG00000006797	ENSG00000056277	Zfp280c
ENSRNOG00000000066	ENSG00000143756	Fbxo28
ENSRNOG00000016792	ENSG00000172179	Prl3d4
ENSRNOG00000065509	ENSG00000147234	Frmpd3
ENSRNOG00000001143	ENSG00000122966	Cit
ENSRNOG00000028194	ENSG00000197641	Serpinb13
ENSRNOG00000067558	ENSG00000167112	
ENSRNOG00000008271	ENSG00000176853	Fam91a1
ENSRNOG00000025695	ENSG00000136205	Tns3
ENSRNOG00000036558	ENSG00000284043	Mir20b
ENSRNOG00000016070	ENSG00000138741	Trpc3
ENSRNOG00000065338	ENSG00000198131	
ENSRNOG00000007564	ENSG00000072840	Evc
ENSRNOG00000048212	ENSG00000197683	Krtap26-1
ENSRNOG00000002403	ENSG00000135842	Niban1
ENSRNOG00000009881	ENSG00000170264	Fam161a
ENSRNOG00000061112	ENSG00000211991	Mir676
ENSRNOG00000070518	ENSG00000130283	Gdf1
ENSRNOG00000006919	ENSG00000177182	Clvs1
ENSRNOG00000002950	ENSG00000104903	Lyl1
ENSRNOG00000025212	ENSG00000174748	RGD1565131
ENSRNOG00000057365	ENSG00000283751	AABR07042302.1
ENSRNOG00000002196	ENSG00000145247	Ociad2
ENSRNOG00000067693	ENSG00000171791	Bcl2
ENSRNOG00000001570	ENSG00000186970	LOC100363136
ENSRNOG00000007002	ENSG00000128342	Lif
ENSRNOG00000019374	ENSG00000103653	Csk
ENSRNOG00000035505	ENSG00000284567	Mir223
ENSRNOG00000047246	ENSG00000286140	Chtf8
ENSRNOG00000024751	ENSG00000099284	Macroh2a2
ENSRNOG00000051823	ENSG00000187626	Zkscan4
ENSRNOG00000002907	ENSG00000143850	Plekha6
ENSRNOG00000000885	ENSG00000158321	Auts2
ENSRNOG00000038228	ENSG00000151778	Serp2
ENSRNOG00000042531	ENSG00000198390	Krtap13-1
ENSRNOG00000042531	ENSG00000182816	Krtap13-1
ENSRNOG00000068464	ENSG00000169397	LOC100361866
ENSRNOG00000068464	ENSG00000169385	LOC100361866
ENSRNOG00000001971	ENSG00000114439	Bbx
ENSRNOG00000066175	ENSG00000087095	RGD1561440
ENSRNOG00000006751	ENSG00000163636	Psmd6
ENSRNOG00000062027	ENSG00000021461	Cyp3a23-3a1
ENSRNOG00000062027	ENSG00000160870	Cyp3a23-3a1
ENSRNOG00000062027	ENSG00000106258	Cyp3a23-3a1
ENSRNOG00000062027	ENSG00000160868	Cyp3a23-3a1
ENSRNOG00000029658	ENSG00000173821	Rnf213
ENSRNOG00000003063	ENSG00000067177	Phka1
ENSRNOG00000016763	ENSG00000160867	Fgfr4
ENSRNOG00000053016	ENSG00000199857	LOC120096381
ENSRNOG00000058545	ENSG00000089820	Arhgap4
ENSRNOG00000042265	ENSG00000113249	LOC689968
ENSRNOG00000015496	ENSG00000167460	Tpm4
ENSRNOG00000069429	ENSG00000169397	
ENSRNOG00000069429	ENSG00000169385	
ENSRNOG00000063617	ENSG00000167112	
ENSRNOG00000047712	ENSG00000077279	Dcx
ENSRNOG00000022730	ENSG00000204644	Zfp57
ENSRNOG00000015602	ENSG00000170558	Cdh2
ENSRNOG00000019321	ENSG00000187094	Cck
ENSRNOG00000012573	ENSG00000198010	Dlgap2
ENSRNOG00000053518	ENSG00000197062	Zscan26
ENSRNOG00000017511	ENSG00000146038	Dcdc2
ENSRNOG00000062969	ENSG00000169397	Ear1
ENSRNOG00000062969	ENSG00000169385	Ear1
ENSRNOG00000018709	ENSG00000100105	Patz1
ENSRNOG00000018396	ENSG00000165630	Prpf18
ENSRNOG00000010637	ENSG00000131374	Tbc1d5
ENSRNOG00000048975	ENSG00000155890	Trim42
ENSRNOG00000063231	ENSG00000021461	
ENSRNOG00000063231	ENSG00000160870	
ENSRNOG00000063231	ENSG00000106258	
ENSRNOG00000063231	ENSG00000160868	
ENSRNOG00000000827	ENSG00000137331	Ier3
ENSRNOG00000007818	ENSG00000022567	Slc45a4
ENSRNOG00000006871	ENSG00000102078	Slc25a14
ENSRNOG00000066786	ENSG00000207800	Mir504
ENSRNOG00000067124	ENSG00000223802	Cers1
ENSRNOG00000001862	ENSG00000236444	Ube2l3
ENSRNOG00000000897	ENSG00000133105	Rxfp2
ENSRNOG00000001691	ENSG00000159261	Cldn14
ENSRNOG00000011575	ENSG00000140873	Adamts18
ENSRNOG00000030683	ENSG00000122958	Vps26a
ENSRNOG00000040458	ENSG00000208013	Mir652
ENSRNOG00000048927	ENSG00000182774	LOC100361180
ENSRNOG00000007246	ENSG00000163635	Atxn7
ENSRNOG00000002345	ENSG00000138670	Rasgef1b
ENSRNOG00000003428	ENSG00000018189	Rufy3
ENSRNOG00000054747	ENSG00000207866	Mir509
ENSRNOG00000054747	ENSG00000252583	Mir509
ENSRNOG00000054747	ENSG00000212014	Mir509
ENSRNOG00000054747	ENSG00000208000	Mir509
ENSRNOG00000054747	ENSG00000207868	Mir509
ENSRNOG00000054747	ENSG00000207867	Mir509
ENSRNOG00000039759	ENSG00000171659	Gpr34
ENSRNOG00000003553	ENSG00000115380	Efemp1
ENSRNOG00000018414	ENSG00000182578	Csf1r
ENSRNOG00000022174	ENSG00000111640	Gapdh-ps17
ENSRNOG00000024605	ENSG00000178397	Fam220a
ENSRNOG00000018509	ENSG00000168329	Cx3cr1
ENSRNOG00000002781	ENSG00000119537	Kdsr
ENSRNOG00000012772	ENSG00000181019	Nqo1
ENSRNOG00000059683	ENSG00000108852	Mpp2
ENSRNOG00000004711	ENSG00000182979	Mta1
ENSRNOG00000018241	ENSG00000029534	Ank1
ENSRNOG00000002372	ENSG00000170624	Sgcd
ENSRNOG00000063664	ENSG00000126768	Timm17b
ENSRNOG00000063003	ENSG00000223078	LOC120096435
ENSRNOG00000002773	ENSG00000117152	Rgs4
ENSRNOG00000002914	ENSG00000104907	Trmt1
ENSRNOG00000069692	ENSG00000176256	LOC120099313
ENSRNOG00000055000	ENSG00000187626	Zkscan3
ENSRNOG00000019086	ENSG00000101890	Gucy2f
ENSRNOG00000045632	ENSG00000211793	LOC100911980
ENSRNOG00000010186	ENSG00000091527	Cdv3
ENSRNOG00000056434	ENSG00000238754	Scarna18b
ENSRNOG00000060045	ENSG00000241973	Pi4ka
ENSRNOG00000000759	ENSG00000243729	Olr1869
ENSRNOG00000026236	ENSG00000159256	Morc3
ENSRNOG00000032919	ENSG00000169981	Zfp105
ENSRNOG00000009103	ENSG00000104472	Chrac1
ENSRNOG00000064703	ENSG00000211785	
ENSRNOG00000064703	ENSG00000211789	
ENSRNOG00000064703	ENSG00000211794	
ENSRNOG00000002708	ENSG00000172943	Phf8
ENSRNOG00000018859	ENSG00000100100	Pik3ip1
ENSRNOG00000050519	ENSG00000067560	Rhoa
ENSRNOG00000019824	ENSG00000105656	Ell
ENSRNOG00000060970	ENSG00000000005	Tnmd
ENSRNOG00000008219	ENSG00000140481	Ccdc33
ENSRNOG00000059044	ENSG00000211804	AABR07017768.6
ENSRNOG00000016874	ENSG00000198795	Zfp521
ENSRNOG00000013907	ENSG00000103449	Sall1
ENSRNOG00000015397	ENSG00000178773	Cpne7
ENSRNOG00000001033	ENSG00000083635	Nufip1
ENSRNOG00000002205	ENSG00000109180	Ociad1
ENSRNOG00000048795	ENSG00000077097	Top2b
ENSRNOG00000017545	ENSG00000124532	Mrs2
ENSRNOG00000048898	ENSG00000132970	Wasf3
ENSRNOG00000027408	ENSG00000171497	Ppid
ENSRNOG00000011420	ENSG00000003987	Mtmr7
ENSRNOG00000015751	ENSG00000186529	Cyp4f18
ENSRNOG00000016670	ENSG00000150867	Pip4k2a
ENSRNOG00000010389	ENSG00000165795	Ndrg2
ENSRNOG00000017607	ENSG00000113194	Faf2
ENSRNOG00000014405	ENSG00000198931	Aprt
ENSRNOG00000064095	ENSG00000211798	
ENSRNOG00000047287	ENSG00000069275	Nucks1
ENSRNOG00000032258	ENSG00000116668	Swt1
ENSRNOG00000052959	ENSG00000158691	Zscan12
ENSRNOG00000071004	ENSG00000211782	
ENSRNOG00000071004	ENSG00000211787	
ENSRNOG00000014370	ENSG00000171403	Krt9
ENSRNOG00000054172	ENSG00000168036	Ctnnb1
ENSRNOG00000051669	ENSG00000101843	AABR07040855.1
ENSRNOG00000014900	ENSG00000095794	Crem
ENSRNOG00000031061	ENSG00000188846	LOC306079
ENSRNOG00000019290	ENSG00000159792	Pskh1
ENSRNOG00000001229	ENSG00000182871	Col18a1
ENSRNOG00000059479	ENSG00000164742	Adcy1
ENSRNOG00000064846	ENSG00000211799	
ENSRNOG00000017159	ENSG00000134762	Dsc3
ENSRNOG00000048812	ENSG00000233276	Gpx1
ENSRNOG00000000021	ENSG00000171823	Fbxl14-ps1
ENSRNOG00000015695	ENSG00000213648	Sult5a1
ENSRNOG00000015695	ENSG00000261052	Sult5a1
ENSRNOG00000015695	ENSG00000197165	Sult5a1
ENSRNOG00000015695	ENSG00000196502	Sult5a1
ENSRNOG00000019000	ENSG00000182541	Limk2
ENSRNOG00000054895	ENSG00000201789	LOC120096446
ENSRNOG00000054895	ENSG00000207149	LOC120096446
ENSRNOG00000054895	ENSG00000252515	LOC120096446
ENSRNOG00000059463	ENSG00000143570	Slc39a1
ENSRNOG00000002926	ENSG00000117143	Uap1
ENSRNOG00000039576	ENSG00000101945	Suv39h1
ENSRNOG00000030880	ENSG00000171004	Hs6st2
ENSRNOG00000013306	ENSG00000280165	Pcdh20
ENSRNOG00000062797	ENSG00000211802	
ENSRNOG00000013780	ENSG00000196712	Nf1
ENSRNOG00000021890	ENSG00000141101	Nob1
ENSRNOG00000063854	ENSG00000180817	Ppa1
ENSRNOG00000049976	ENSG00000100453	Gzmb
ENSRNOG00000001226	ENSG00000243678	Nme2-ps1
ENSRNOG00000014185	ENSG00000151005	Tktl2
ENSRNOG00000008459	ENSG00000129055	Anapc13
ENSRNOG00000030579	ENSG00000236609	Zfp853
ENSRNOG00000034200	ENSG00000124406	Atp8a1
ENSRNOG00000017328	ENSG00000165983	Pter
ENSRNOG00000066799	ENSG00000204704	Or2w1
ENSRNOG00000062484	ENSG00000211785	
ENSRNOG00000062484	ENSG00000211789	
ENSRNOG00000062484	ENSG00000211794	
ENSRNOG00000012939	ENSG00000064687	Abca7
ENSRNOG00000010534	ENSG00000151458	Ankrd50
ENSRNOG00000065684	ENSG00000286105	Tmem217
ENSRNOG00000012942	ENSG00000182568	Satb1
ENSRNOG00000025217	ENSG00000160917	LOC100360200
ENSRNOG00000004275	ENSG00000198759	Egfl6
ENSRNOG00000005038	ENSG00000077152	Ube2t
ENSRNOG00000032991	ENSG00000188282	Rufy4
ENSRNOG00000027257	ENSG00000089639	Gmip
ENSRNOG00000020770	ENSG00000175906	Arl4d
ENSRNOG00000011073	ENSG00000197386	Htt
ENSRNOG00000003524	ENSG00000108829	Lrrc59
ENSRNOG00000047734	ENSG00000175040	Chst2
ENSRNOG00000066180	ENSG00000211782	
ENSRNOG00000066180	ENSG00000211787	
ENSRNOG00000046643	ENSG00000021461	Cyp3a9
ENSRNOG00000046643	ENSG00000160870	Cyp3a9
ENSRNOG00000046643	ENSG00000106258	Cyp3a9
ENSRNOG00000046643	ENSG00000160868	Cyp3a9
ENSRNOG00000000428	ENSG00000231852	Cyp21a1
ENSRNOG00000002580	ENSG00000121486	Trmt1l
ENSRNOG00000001692	ENSG00000159259	Chaf1b
ENSRNOG00000027569	ENSG00000167632	Trappc9
ENSRNOG00000069553	ENSG00000187175	LOC690415
ENSRNOG00000069553	ENSG00000205439	LOC690415
ENSRNOG00000069553	ENSG00000221864	LOC690415
ENSRNOG00000069553	ENSG00000188155	LOC690415
ENSRNOG00000069553	ENSG00000221837	LOC690415
ENSRNOG00000069553	ENSG00000243489	LOC690415
ENSRNOG00000069553	ENSG00000215454	LOC690415
ENSRNOG00000069553	ENSG00000240542	LOC690415
ENSRNOG00000069553	ENSG00000198271	LOC690415
ENSRNOG00000020656	ENSG00000114268	Pfkfb4
ENSRNOG00000020333	ENSG00000141076	Utp4
ENSRNOG00000000886	ENSG00000183166	Caln1
ENSRNOG00000002057	ENSG00000145283	Slc10a6
ENSRNOG00000065839	ENSG00000204704	Or2w1c
ENSRNOG00000001861	ENSG00000161179	Ydjc
ENSRNOG00000017974	ENSG00000169258	Gprin1
ENSRNOG00000017459	ENSG00000165985	C1ql3
ENSRNOG00000045863	ENSG00000172766	Naa16
ENSRNOG00000007701	ENSG00000163634	Thoc7
ENSRNOG00000067540	ENSG00000143575	
ENSRNOG00000062724	ENSG00000211783	
ENSRNOG00000039571	ENSG00000171433	Glod5
ENSRNOG00000005141	ENSG00000136273	Hus1
ENSRNOG00000027906	ENSG00000167522	Ankrd11
ENSRNOG00000005076	ENSG00000085185	Bcorl1
ENSRNOG00000019271	ENSG00000168038	Ulk4
ENSRNOG00000029126	ENSG00000172179	Prl7a4
ENSRNOG00000002941	ENSG00000152332	Uhmk1
ENSRNOG00000066913	ENSG00000206073	Serpinb3a
ENSRNOG00000066913	ENSG00000057149	Serpinb3a
ENSRNOG00000051699	ENSG00000136247	Zdhhc4
ENSRNOG00000025473	ENSG00000179636	Tppp2
ENSRNOG00000043302	ENSG00000187175	LOC690478
ENSRNOG00000043302	ENSG00000205439	LOC690478
ENSRNOG00000043302	ENSG00000221864	LOC690478
ENSRNOG00000043302	ENSG00000188155	LOC690478
ENSRNOG00000043302	ENSG00000221837	LOC690478
ENSRNOG00000043302	ENSG00000243489	LOC690478
ENSRNOG00000043302	ENSG00000215454	LOC690478
ENSRNOG00000043302	ENSG00000240542	LOC690478
ENSRNOG00000043302	ENSG00000198271	LOC690478
ENSRNOG00000017409	ENSG00000115596	Wnt6
ENSRNOG00000039432	ENSG00000211791	AABR07017838.1
ENSRNOG00000011027	ENSG00000081307	Uba5
ENSRNOG00000019353	ENSG00000205220	Ctrl
ENSRNOG00000003594	ENSG00000163444	Tmem183a
ENSRNOG00000052721	ENSG00000147050	Kdm6a
ENSRNOG00000003929	ENSG00000165194	Pcdh19
ENSRNOG00000057147	ENSG00000243279	Praf2
ENSRNOG00000017917	ENSG00000074276	Cdhr2
ENSRNOG00000007445	ENSG00000198363	Asph
ENSRNOG00000001701	ENSG00000159231	Cbr3
ENSRNOG00000050960	ENSG00000101844	AABR07040864.1
ENSRNOG00000058626	ENSG00000183960	Kcnh8
ENSRNOG00000051907	ENSG00000211793	LOC100362949
ENSRNOG00000058260	ENSG00000179921	Gpbar1
ENSRNOG00000003936	ENSG00000170234	Pwwp2a
ENSRNOG00000000607	ENSG00000206053	RGD1559903
ENSRNOG00000022202	ENSG00000153339	Trappc8
ENSRNOG00000069768	ENSG00000211785	
ENSRNOG00000069768	ENSG00000211789	
ENSRNOG00000069768	ENSG00000211794	
ENSRNOG00000026371	ENSG00000128422	Krt17
ENSRNOG00000059862	ENSG00000126895	Avpr2
ENSRNOG00000025512	ENSG00000165792	Mettl17
ENSRNOG00000008374	ENSG00000184117	Nipsnap1
ENSRNOG00000014399	ENSG00000127837	Aamp
ENSRNOG00000009538	ENSG00000171503	Etfdh
ENSRNOG00000064134	ENSG00000211798	
ENSRNOG00000031956	ENSG00000234469	Cldn34c4
ENSRNOG00000039260	ENSG00000178776	C18h5orf46
ENSRNOG00000070607	ENSG00000167105	LOC103693451
ENSRNOG00000001083	ENSG00000136240	Kdelr2
ENSRNOG00000002178	ENSG00000163319	Mrps18c
ENSRNOG00000004290	ENSG00000106070	Grb10
ENSRNOG00000002417	ENSG00000242550	Serpinb10
ENSRNOG00000069612	ENSG00000172179	Prl7a1l-ps1
ENSRNOG00000054203	ENSG00000159263	Sim2
ENSRNOG00000061510	ENSG00000158553	Pom121l2
ENSRNOG00000010189	ENSG00000138326	Rps24
ENSRNOG00000019216	ENSG00000096996	Il12rb1
ENSRNOG00000004094	ENSG00000160951	Ptger1
ENSRNOG00000004613	ENSG00000046653	Gpm6b
ENSRNOG00000056983	ENSG00000183479	Trex2
ENSRNOG00000033581	ENSG00000168477	AABR07044388.2
ENSRNOG00000048073	ENSG00000198918	Rpl39-ps11
ENSRNOG00000067574	ENSG00000211802	
ENSRNOG00000005215	ENSG00000102271	Klhl4
ENSRNOG00000001964	ENSG00000196776	Cd47
ENSRNOG00000001865	ENSG00000099937	Serpind1
ENSRNOG00000006967	ENSG00000101966	Xiap
ENSRNOG00000002618	ENSG00000116679	Ivns1abp
ENSRNOG00000001249	ENSG00000142156	Col6a1
ENSRNOG00000012575	ENSG00000086570	Fat2
ENSRNOG00000038894	ENSG00000145850	Timd4
ENSRNOG00000007418	ENSG00000198700	Ipo9
ENSRNOG00000009005	ENSG00000174640	Slco2a1
ENSRNOG00000053145	ENSG00000102763	Vwa8
ENSRNOG00000070733	ENSG00000181915	Ado
ENSRNOG00000024567	ENSG00000146576	Ints15
ENSRNOG00000069420	ENSG00000198574	Sh2d1b2
ENSRNOG00000012618	ENSG00000163576	Efhb
ENSRNOG00000004968	ENSG00000146918	Ncapg2
ENSRNOG00000018039	ENSG00000074317	Sncb
ENSRNOG00000018992	ENSG00000113657	Dpysl3
ENSRNOG00000002821	ENSG00000081913	Phlpp1
ENSRNOG00000025640	ENSG00000181803	Or6s1
ENSRNOG00000017993	ENSG00000135776	Abcb10
ENSRNOG00000048535	ENSG00000164687	Fabp5-ps3
ENSRNOG00000014257	ENSG00000172824	Ces4a
ENSRNOG00000066274	ENSG00000211793	LOC100361226
ENSRNOG00000008312	ENSG00000137868	Stra6
ENSRNOG00000010034	ENSG00000104763	Asah1
ENSRNOG00000020667	ENSG00000164054	Shisa5
ENSRNOG00000009075	ENSG00000204977	Trim13
ENSRNOG00000000065	ENSG00000133256	Pde6b
ENSRNOG00000049498	ENSG00000156006	Nat1
ENSRNOG00000049498	ENSG00000171428	Nat1
ENSRNOG00000009749	ENSG00000196998	Wdr45
ENSRNOG00000056892	ENSG00000211785	AABR07017868.4
ENSRNOG00000056892	ENSG00000211789	AABR07017868.4
ENSRNOG00000056892	ENSG00000211794	AABR07017868.4
ENSRNOG00000064578	ENSG00000255529	LOC120098580
ENSRNOG00000001860	ENSG00000161180	Ccdc116
ENSRNOG00000000955	ENSG00000139517	Lnx2
ENSRNOG00000001686	ENSG00000159267	Hlcs
ENSRNOG00000064043	ENSG00000211802	
ENSRNOG00000016742	ENSG00000172179	Prl7b1
ENSRNOG00000004972	ENSG00000183696	Upp1
ENSRNOG00000025925	ENSG00000074966	Txk
ENSRNOG00000026704	ENSG00000102385	Drp2
ENSRNOG00000018500	ENSG00000151474	AABR07028615.1
ENSRNOG00000002165	ENSG00000163322	Abraxas1
ENSRNOG00000027633	ENSG00000163632	LOC102550375
ENSRNOG00000012937	ENSG00000198373	Wwp2
ENSRNOG00000048747	ENSG00000108465	Cdk5rap3
ENSRNOG00000031443	ENSG00000135077	Havcr2
ENSRNOG00000028844	ENSG00000135740	Slc9a5
ENSRNOG00000000384	ENSG00000179774	Atoh7
ENSRNOG00000024632	ENSG00000118217	Atf6
ENSRNOG00000014806	ENSG00000127838	Pnkd
ENSRNOG00000046484	ENSG00000203952	Ccdc160
ENSRNOG00000063918	ENSG00000211950	
ENSRNOG00000063918	ENSG00000280411	
ENSRNOG00000063918	ENSG00000281990	
ENSRNOG00000063918	ENSG00000211973	
ENSRNOG00000001864	ENSG00000206140	Tmem191c
ENSRNOG00000001864	ENSG00000278558	Tmem191c
ENSRNOG00000016867	ENSG00000113761	Zfp346
ENSRNOG00000003613	ENSG00000101871	Mid1
ENSRNOG00000000219	ENSG00000160746	Ano10
ENSRNOG00000008593	ENSG00000163785	Ryk
ENSRNOG00000018319	ENSG00000241878	Pisd
ENSRNOG00000004143	ENSG00000159346	Adipor1
ENSRNOG00000024413	ENSG00000122859	Neurog3
ENSRNOG00000019496	ENSG00000126561	Stat5a
ENSRNOG00000014859	ENSG00000176641	Rnf152
ENSRNOG00000021831	ENSG00000198553	Kcnrg
ENSRNOG00000065191	ENSG00000211951	
ENSRNOG00000065191	ENSG00000274576	
ENSRNOG00000065191	ENSG00000211974	
ENSRNOG00000065191	ENSG00000211937	
ENSRNOG00000065191	ENSG00000259303	
ENSRNOG00000063343	ENSG00000200492	LOC120099039
ENSRNOG00000063343	ENSG00000212165	LOC120099039
ENSRNOG00000001088	ENSG00000133119	Rfc3
ENSRNOG00000019184	ENSG00000113389	Npr3
ENSRNOG00000017702	ENSG00000112293	Gpld1
ENSRNOG00000023910	ENSG00000104774	Man2b1
ENSRNOG00000025252	ENSG00000139131	Yars2
ENSRNOG00000001007	ENSG00000006453	Baiap2l1
ENSRNOG00000064147	ENSG00000170445	
ENSRNOG00000006965	ENSG00000072364	Aff4
ENSRNOG00000067161	ENSG00000263201	
ENSRNOG00000010696	ENSG00000154328	Neil2
ENSRNOG00000064569	ENSG00000259490	
ENSRNOG00000064569	ENSG00000225698	
ENSRNOG00000008074	ENSG00000140459	Cyp11a1
ENSRNOG00000001478	ENSG00000006704	Gtf2ird1
ENSRNOG00000060931	ENSG00000159579	Rspry1
ENSRNOG00000033891	ENSG00000154144	LOC100911055
ENSRNOG00000041381	ENSG00000215991	Mir208b
ENSRNOG00000020946	ENSG00000160799	Ccdc12
ENSRNOG00000063710	ENSG00000183783	Kctd8
ENSRNOG00000005406	ENSG00000113282	Clint1
ENSRNOG00000067234	ENSG00000207600	Mir598
ENSRNOG00000001684	ENSG00000183145	Ripply3
ENSRNOG00000018823	ENSG00000010322	Nisch
ENSRNOG00000000557	ENSG00000079332	Ppa1
ENSRNOG00000007879	ENSG00000134602	Stk26
ENSRNOG00000067902	ENSG00000100246	Dnal4-ps1
ENSRNOG00000058631	ENSG00000200150	LOC120099059
ENSRNOG00000011300	ENSG00000053747	Lama3
ENSRNOG00000002181	ENSG00000163312	Helq
ENSRNOG00000004444	ENSG00000185811	Ikzf1
ENSRNOG00000003688	ENSG00000116489	4933400A11Rik
ENSRNOG00000002347	ENSG00000143344	Rgl1
ENSRNOG00000015084	ENSG00000103154	Necab2
ENSRNOG00000054239	ENSG00000199492	LOC120099054
ENSRNOG00000034221	ENSG00000188931	Cfap126
ENSRNOG00000051458	ENSG00000169635	Hic2
ENSRNOG00000052202	ENSG00000200150	LOC120097213
ENSRNOG00000008024	ENSG00000168297	Pxk
ENSRNOG00000054495	ENSG00000165376	Cldn2
ENSRNOG00000035462	ENSG00000284375	Mir19b1
ENSRNOG00000001346	ENSG00000168090	Cops6
ENSRNOG00000012012	ENSG00000254093	Pinx1
ENSRNOG00000010776	ENSG00000105726	Atp13a1
ENSRNOG00000000070	ENSG00000117505	Dr1
ENSRNOG00000019937	ENSG00000135750	Kcnk1
ENSRNOG00000003786	ENSG00000000003	Tspan6
ENSRNOG00000003541	ENSG00000164219	Pggt1b
ENSRNOG00000045992	ENSG00000101916	Tlr8
ENSRNOG00000022499	ENSG00000129810	Sgo1
ENSRNOG00000035583	ENSG00000199157	Mir3546
ENSRNOG00000061230	ENSG00000198910	L1cam
ENSRNOG00000052429	ENSG00000010270	Stard3nl
ENSRNOG00000001111	ENSG00000139618	Brca2
ENSRNOG00000061246	ENSG00000153310	Cyrib
ENSRNOG00000001958	ENSG00000114446	Ift57
ENSRNOG00000010940	ENSG00000240303	Acad11
ENSRNOG00000051849	ENSG00000283785	Mir15a
ENSRNOG00000017841	ENSG00000172775	Psme3ip1
ENSRNOG00000016353	ENSG00000177453	Nim1k
ENSRNOG00000043044	ENSG00000064666	Cnn2
ENSRNOG00000000630	ENSG00000213123	Dynlt2b-ps1
ENSRNOG00000035578	ENSG00000284204	Mir19a
ENSRNOG00000011678	ENSG00000120688	Wbp4
ENSRNOG00000001009	ENSG00000164713	Bri3
ENSRNOG00000060846	ENSG00000133131	Morc4
ENSRNOG00000022540	ENSG00000213689	Trex1
ENSRNOG00000010872	ENSG00000166165	Ckb
ENSRNOG00000001681	ENSG00000157538	Vps26c
ENSRNOG00000011269	ENSG00000196228	Sult1c3
ENSRNOG00000019573	ENSG00000213398	Lcat
ENSRNOG00000035471	ENSG00000284321	Mir124-1
ENSRNOG00000057911	ENSG00000266692	LOC120099063
ENSRNOG00000065085	ENSG00000211799	
