ensembl_gene_id	external_gene_name	transcription_start_site
ENSG00000148175	STOM	121370250
ENSG00000165025	SYK	90801819
ENSG00000106723	SPIN1	88388444
ENSG00000187742	SECISBP2	89318500
ENSG00000186803	IFNA10	21207143
ENSG00000196739	COL27A1	114155537
ENSG00000136942	RPL35	124861957
ENSG00000241697	TMEFF1	100473149
ENSG00000136826	KLF4	107489769
ENSG00000167157	PRRX2	129665647
ENSG00000135070	ISCA1	86282538
ENSG00000178919	FOXE1	97853226
ENSG00000160563	MED27	132079867
ENSG00000136950	ARPC5L	124862130
ENSG00000147872	PLIN2	19127492
ENSG00000186350	RXRA	134326455
ENSG00000167081	PBX3	125747373
ENSG00000119487	MAPKAP1	125707208
ENSG00000136940	PDCL	122828588
ENSG00000119471	HSDL2	112380108
ENSG00000169071	ROR2	91950228
ENSG00000165113	GKAP1	83817769
ENSG00000136935	GOLGA1	124941083
ENSG00000130559	CAMSAP1	135907546
ENSG00000198963	RORB	74497335
ENSG00000070159	PTPN3	109498307
ENSG00000165304	MELK	36572895
ENSG00000181090	EHMT1	137619005
ENSG00000107290	SETX	132354986
ENSG00000148344	PTGES	129753042
ENSG00000136828	RALGPS1	126914782
ENSG00000196814	MVB12B	126326829
ENSG00000182752	PAPPA	116153791
ENSG00000185585	OLFML2A	124777133
ENSG00000170681	CAVIN4	100578079
ENSG00000136928	GABBR2	98708935
ENSG00000136856	SLC2A8	127397169
ENSG00000196152	ZNF79	127424382
ENSG00000197958	RPL12	127451406
ENSG00000136830	NIBAN2	127569073
ENSG00000187024	PTRH1	127715663
ENSG00000160401	CFAP157	127706988
ENSG00000167094	TTC16	127716079
ENSG00000160404	TOR2A	127735294
ENSG00000095370	SH2D3C	127778666
ENSG00000136807	CDK9	127786034
ENSG00000136877	FPGS	127802882
ENSG00000122694	GLIPR2	36136733
ENSG00000185972	CCIN	36169388
ENSG00000171169	NAIF1	128067320
ENSG00000148346	LCN2	128149453
ENSG00000171159	BBLN	128160265
ENSG00000167112	TRUB2	128322447
ENSG00000167113	COQ4	128322839
ENSG00000167114	SLC27A4	128340527
ENSG00000167118	URM1	128371374
ENSG00000187791	FAM205C	34895764
ENSG00000198000	NOL8	92325350
ENSG00000106809	OGN	92404578
ENSG00000106819	ASPN	92482506
ENSG00000165115	KIF27	83921432
ENSG00000165118	C9orf64	83956742
ENSG00000159884	CCDC107	35658292
ENSG00000137135	ARHGEF39	35665195
ENSG00000198467	TPM2	35689925
ENSG00000107175	CREB3	35732666
ENSG00000070610	GBA2	35749228
ENSG00000107185	RGP1	35749287
ENSG00000215183	MSMP	35754276
ENSG00000137098	SPAG8	35812262
ENSG00000137133	HINT2	35815042
ENSG00000137103	TMEM8B	35829228
ENSG00000204930	FAM221B	35828732
ENSG00000196196	HRCT1	35906202
ENSG00000235387	SPAAR	35909490
ENSG00000278889	OR2S2	35958154
ENSG00000171843	MLLT3	20622499
ENSG00000187609	EXD3	137423162
ENSG00000188833	ENTPD8	137441357
ENSG00000130653	PNPLA7	137550402
ENSG00000182154	MRPL41	137551879
ENSG00000148399	DPH7	137578925
ENSG00000165724	ZMYND19	137590512
ENSG00000197070	ARRDC1	137605686
ENSG00000137090	DMRT1	841697
ENSG00000064218	DMRT3	976655
ENSG00000188938	FAM120AOS	93453581
ENSG00000056558	TRAF1	120926796
ENSG00000136897	MRPL50	101398618
ENSG00000165152	PGAP4	101487173
ENSG00000155827	RNF20	101533853
ENSG00000188386	PPP3R2	101594969
ENSG00000136881	BAAT	101385006
ENSG00000120159	CAAP1	26892802
ENSG00000137055	PLAA	26947242
ENSG00000184434	LRRC19	27005672
ENSG00000120160	EQTN	27297150
ENSG00000178445	GLDC	6645729
ENSG00000136936	XPA	97697340
ENSG00000165802	NSMF	137459334
ENSG00000173611	SCAI	125143528
ENSG00000154529	CNTNAP3B	42129426
ENSG00000148019	CEP78	78236075
ENSG00000148090	AUH	91361918
ENSG00000119125	GDA	72149440
ENSG00000096968	JAK2	4985272
ENSG00000106868	SUSD1	112175297
ENSG00000165091	TMC1	72521608
ENSG00000181778	TMEM252	68540883
ENSG00000136895	GARNL3	127264774
ENSG00000159069	FBXW5	136944738
ENSG00000176919	C8G	136945243
ENSG00000184925	LCN12	136952273
ENSG00000107317	PTGDS	136977504
ENSG00000214402	LCNL1	136982993
ENSG00000148362	PAXX	136992422
ENSG00000169583	CLIC3	136996568
ENSG00000180549	FUT7	137032088
ENSG00000107281	NPDC1	137046177
ENSG00000054179	ENTPD2	137054061
ENSG00000186193	SAPCD2	137070557
ENSG00000197355	UAP1L1	137077517
ENSG00000261793		137171984
ENSG00000185863	TMEM210	137172056
ENSG00000176248	ANAPC2	137188560
ENSG00000176101	SSNA1	137188676
ENSG00000176058	TPRN	137200741
ENSG00000187713	TMEM203	137205648
ENSG00000233198	RNF224	137227502
ENSG00000198569	SLC34A3	137230901
ENSG00000188229	TUBB4B	137241287
ENSG00000188163	FAM166A	137247751
ENSG00000188986	NELFB	137255327
ENSG00000198113	TOR4A	137277726
ENSG00000198435	NRARP	137302271
ENSG00000120156	TEK	27109225
ENSG00000148143	ZNF462	106863166
ENSG00000148156	ACTL7B	108855986
ENSG00000187003	ACTL7A	108862266
ENSG00000070061	ELP1	108934124
ENSG00000119328	ABITRAM	108934400
ENSG00000119326	CTNNAL1	109013499
ENSG00000288570		130713626
ENSG00000188710	QRFP	130896812
ENSG00000130720	FIBCD1	130939247
ENSG00000130711	PRDM12	130664594
ENSG00000188483	IER5L	129178261
ENSG00000235007		129139413
ENSG00000204849	SPATA31A1	39355669
ENSG00000283886		39874562
ENSG00000119457	SLC46A2	112890876
ENSG00000136867	SLC31A2	113151007
ENSG00000165204	OR1K1	122800123
ENSG00000056586	RC3H2	122905359
ENSG00000186130	ZBTB6	122913323
ENSG00000171448	ZBTB26	122931512
ENSG00000011454	RABGAP1	122941020
ENSG00000165209	STRBP	123268586
ENSG00000285130		69035750
ENSG00000165060	FXN	69035752
ENSG00000119139	TJP2	69174277
ENSG00000172889	EGFL7	136662916
ENSG00000165716	DIPK1B	136712572
ENSG00000187922	LCN10	136742940
ENSG00000267206	LCN6	136748525
ENSG00000177984	LCN15	136764518
ENSG00000244187	TMEM141	136791344
ENSG00000213213	CCDC183	136796338
ENSG00000196642	RABL6	136807948
ENSG00000054148	PHPT1	136849409
ENSG00000177943	MAMDC4	136852346
ENSG00000107223	EDF1	136866308
ENSG00000165689	ENTR1	136410614
ENSG00000148384	INPP5E	136439845
ENSG00000106701	FSD1L	105448034
ENSG00000186051	TAL2	105662457
ENSG00000156345	CDK20	87974533
ENSG00000135049	AGTPBP1	85741954
ENSG00000205442	IZUMO3	24545897
ENSG00000165185	KIAA1958	112486827
ENSG00000136866	ZFP37	113056724
ENSG00000148335	NTMT1	129626163
ENSG00000066697	MSANTD3	100427143
ENSG00000130558	OLFM1	135087668
ENSG00000147905	ZCCHC7	37120574
ENSG00000107362	ABHD17B	71911193
ENSG00000165059	PRKACG	69014113
ENSG00000107077	KDM4C	6757973
ENSG00000196873	ZNG1C	68241983
ENSG00000276581	SPATA31A5	60914407
ENSG00000119314	PTBP3	112333619
ENSG00000106692	FKTN	105558131
ENSG00000147912	FBXO10	37576380
ENSG00000175768	TOMM5	37592597
ENSG00000070601	FRMPD1	37650954
ENSG00000165275	TRMT10B	37753805
ENSG00000107371	EXOSC3	37785064
ENSG00000122741	DCAF10	37800797
ENSG00000122696	SLC25A51	37904127
ENSG00000107338	SHB	38069227
ENSG00000126878	AIF1L	131096531
ENSG00000050555	LAMC3	131009174
ENSG00000130717	UCK1	131531263
ENSG00000106992	AK1	127877675
ENSG00000136840	ST6GALNAC4	127917041
ENSG00000167103	PIP5KL1	127930777
ENSG00000136908	DPM2	127937854
ENSG00000167106	EEIG1	127980989
ENSG00000158122	PRXL2C	96655317
ENSG00000196597	ZNF782	96854514
ENSG00000188152	NUTM2G	96928843
ENSG00000119421	NDUFA8	122159779
ENSG00000185681	MORN5	122159908
ENSG00000119446	RBM18	122264840
ENSG00000148187	MRRF	122264882
ENSG00000107186	MPDZ	13279692
ENSG00000160539	PLPP7	131289723
ENSG00000157693	TMEM268	114611291
ENSG00000230054	TEX53	114657805
ENSG00000230601	TEX48	114682192
ENSG00000181634	TNFSF15	114806039
ENSG00000136888	ATP6V1G1	114587769
ENSG00000095261	PSMD5	120842922
ENSG00000119403	PHF19	120877188
ENSG00000119401	TRIM32	116687305
ENSG00000147869	CER1	14722733
ENSG00000107341	UBE2R2	33817160
ENSG00000198876	DCAF12	34126698
ENSG00000135047	CTSL	87726119
ENSG00000164946	FREM1	14910428
ENSG00000148334	PTGES2	128127729
ENSG00000198887	SMC5	70258978
ENSG00000186881	OR13F1	104504263
ENSG00000148136	OR13C4	104527209
ENSG00000186943	OR13C8	104569168
ENSG00000277556	OR13C5	104599413
ENSG00000276119	OR13C2	104605627
ENSG00000136839	OR13C9	104618204
ENSG00000136783	NIPSNAP3A	104747683
ENSG00000165028	NIPSNAP3B	104764129
ENSG00000165029	ABCA1	104928155
ENSG00000136918	WDR38	124853460
ENSG00000188394	GPR21	123033667
ENSG00000260230	FRRS1L	109167249
ENSG00000096872	IFT74	26956412
ENSG00000175893	ZDHHC21	14693432
ENSG00000174038	C9orf131	35042240
ENSG00000165283	STOML2	35103131
ENSG00000005238	ATOSB	35115862
ENSG00000155875	SAXO1	19033209
ENSG00000155876	RRAGA	19049427
ENSG00000178031	ADAMTSL1	18474153
ENSG00000122735	DNAI1	34458805
ENSG00000168913	ENHO	34522990
ENSG00000122756	CNTFR	34589724
ENSG00000164967	RPP25L	34612097
ENSG00000137100	DCTN3	34620495
ENSG00000213930	GALT	34646675
ENSG00000213927	CCL27	34662657
ENSG00000187186		34666045
ENSG00000172724	CCL19	34691276
ENSG00000137077	CCL21	34710136
ENSG00000205108	FAM205A	34729488
ENSG00000147955	SIGMAR1	34637787
ENSG00000148308	GTF3C5	133030997
ENSG00000170835	CEL	133061981
ENSG00000160271	RALGDS	133121240
ENSG00000285245		133163914
ENSG00000148288	GBGT1	133163914
ENSG00000175164	ABO	133275214
ENSG00000148296	SURF6	133336188
ENSG00000148297	MED22	133348131
ENSG00000148303	RPL7A	133348218
ENSG00000148290	SURF1	133356487
ENSG00000148291	SURF2	133356550
ENSG00000148248	SURF4	133376060
ENSG00000198870	STKLD1	133376366
ENSG00000148300	REXO4	133418010
ENSG00000160325	CACFD1	133459978
ENSG00000160326	SLC2A6	133479099
ENSG00000136943	CTSV	97039142
ENSG00000122707	RECK	36036913
ENSG00000159921	GNE	36258448
ENSG00000119414	PPP6C	125189803
ENSG00000136933	RABEPK	125200542
ENSG00000044574	HSPA5	125241343
ENSG00000122729	ACO1	32384643
ENSG00000165264	NDUFB6	32573159
ENSG00000122728	TAF1L	32635669
ENSG00000107201	RIGI	32526196
ENSG00000288684		32552568
ENSG00000197579	TOPORS	32552586
ENSG00000148400	NOTCH1	136546048
ENSG00000125484	GTF3C4	132670464
ENSG00000165695	AK8	132878284
ENSG00000165698	SPACA9	132878898
ENSG00000165702	GFI1B	132978694
ENSG00000170122	FOXD4	118417
ENSG00000148356	LRSAM1	127451510
ENSG00000165280	VCP	35072625
ENSG00000168263	KCNV2	2717510
ENSG00000147852	VLDLR	2621787
ENSG00000148341	SH3GLB2	129028331
ENSG00000167130	DOLPP1	129081111
ENSG00000160447	PKN3	128702503
ENSG00000160446	ZDHHC12	128724127
ENSG00000160445	ZER1	128771927
ENSG00000107021	TBC1D13	128787253
ENSG00000167136	ENDOG	128818500
ENSG00000198917	SPOUT1	128829794
ENSG00000286112		128881931
ENSG00000171097	KYAT1	128881950
ENSG00000136802	LRRC8A	128882133
ENSG00000175287	PHYHD1	128920982
ENSG00000251184		128941478
ENSG00000175283	DOLK	128947603
ENSG00000095319	NUP188	128947699
ENSG00000095321	CRAT	129110793
ENSG00000119333	DYNC2I2	128656847
ENSG00000187764	SEMA4D	89498113
ENSG00000081386	ZNF510	96778087
ENSG00000148219	ASTN2	117415057
ENSG00000204136	GGTA1	121499844
ENSG00000188959	C9orf152	110208159
ENSG00000184709	LRRC26	137170051
ENSG00000127083	OMD	92424471
ENSG00000204001	LCN8	136758243
ENSG00000160360	GPSM1	136327539
ENSG00000130714	POMT1	131502918
ENSG00000165643	SOHLH1	135699481
ENSG00000107147	KCNT1	135702185
ENSG00000188747	NOXA1	137423393
ENSG00000137073	UBAP2	34048887
ENSG00000010438	PRSS3	33795561
ENSG00000148339	SLC25A25	128068232
ENSG00000137094	DNAJB5	34989745
ENSG00000177239	MAN1B1	137086985
ENSG00000136834	OR1J1	122477926
ENSG00000197233	OR1J2	122510802
ENSG00000239590	OR1J4	122519141
ENSG00000165202	OR1Q1	122614738
ENSG00000173679	OR1L1	122661716
ENSG00000107249	GLIS3	4300068
ENSG00000175787	ZNF169	94259298
ENSG00000130957	FBP2	94593824
ENSG00000165140	FBP1	94639518
ENSG00000106780	MEGF9	120714470
ENSG00000119402	FBXW2	120793416
ENSG00000119392	GLE1	128504719
ENSG00000165006	UBAP1	34179043
ENSG00000164978	NUDT2	34329569
ENSG00000164976	MYORG	34376898
ENSG00000186638	KIF24	34329268
ENSG00000173258	ZNF483	111525179
ENSG00000106853	PTGR1	111599647
ENSG00000059769	DNAJC25	111631334
ENSG00000244115	DNAJC25-GNG10	111631386
ENSG00000242616	GNG10	111661605
ENSG00000148154	UGCG	111896814
ENSG00000165181	SHOC1	111794937
ENSG00000107130	NCS1	130172404
ENSG00000130707	ASS1	130444961
ENSG00000170777	TPD52L3	6328375
ENSG00000136870	ZNF189	101398851
ENSG00000160408	ST6GALNAC6	127899603
ENSG00000274349	ZNF658	66900725
ENSG00000135063	ENTREP1	69325215
ENSG00000171133	OR2K2	111330224
ENSG00000198680	TUSC1	25678444
ENSG00000187753	C9orf153	86259657
ENSG00000119138	KLF9	70414657
ENSG00000080608	PUM3	2844095
ENSG00000137033	IL33	6215807
ENSG00000136813	ECPAS	111484383
ENSG00000188566	NDOR1	137205700
ENSG00000173253	DMRT2	1050357
ENSG00000148343	MIGA2	129036626
ENSG00000196305	IARS1	92293697
ENSG00000136868	SLC31A1	113221544
ENSG00000176386	CDC26	113275572
ENSG00000136875	PRPF4	113275658
ENSG00000165188	RNF183	113303376
ENSG00000119411	BSPRY	113349541
ENSG00000119431	HDHD3	113376986
ENSG00000148218	ALAD	113401284
ENSG00000148229	POLE3	113410675
ENSG00000157653	C9orf43	113410747
ENSG00000188352	FOCAD	20684259
ENSG00000188921	HACD4	21031640
ENSG00000171855	IFNB1	21077942
ENSG00000177047	IFNW1	21141832
ENSG00000137080	IFNA21	21166660
ENSG00000235453	SMIM27	32552327
ENSG00000148396	SEC16A	136483040
ENSG00000080298	RFX3	3526001
ENSG00000107104	KANK1	504695
ENSG00000148357	HMCN2	130265760
ENSG00000095303	PTGS1	122371024
ENSG00000171481	OR1L3	122675130
ENSG00000175764	TTLL11	122093308
ENSG00000106927	AMBP	114078300
ENSG00000136883	KIF12	114099292
ENSG00000159899	NPR2	35791591
ENSG00000168828	OR13J1	35870401
ENSG00000177992	SPATA31E1	87882877
ENSG00000164972	C9orf24	34397810
ENSG00000164970	FAM219A	34458570
ENSG00000165238	WNK2	93184139
ENSG00000125485	DDX31	132669983
ENSG00000136872	ALDOB	101435774
ENSG00000136932	TRMO	97922500
ENSG00000107159	CA9	35673928
ENSG00000148337	CIZ1	128191572
ENSG00000165219	GAPVD1	125261826
ENSG00000130950	NUTM2F	94328644
ENSG00000198121	LPAR1	111038470
ENSG00000165124	SVEP1	110579741
ENSG00000196358	NTNG2	132162058
ENSG00000030304	MUSK	110668791
ENSG00000167123	CERCAM	128420857
ENSG00000106772	PRUNE2	76906114
ENSG00000148408	CACNA1B	137877782
ENSG00000148110	MFSD14B	94374569
ENSG00000137078	SIT1	35650931
ENSG00000137101	CD72	35618413
ENSG00000148053	NTRK2	84669729
ENSG00000165272	AQP3	33447593
ENSG00000122133	PAEP	135561756
ENSG00000204007	GLT6D1	135639540
ENSG00000236543		135614183
ENSG00000148386	LCN9	135663309
ENSG00000127191	TRAF2	136886516
ENSG00000232434	AJM1	136842478
ENSG00000119335	SET	128689222
ENSG00000171496	OR1L8	122583384
ENSG00000157657	ZNF618	113876309
ENSG00000106714	CNTNAP3	39288167
ENSG00000148204	CRB2	123356197
ENSG00000106689	LHX2	124011768
ENSG00000288841		131432759
ENSG00000107099	DOCK8	214865
ENSG00000177910	SPATA31C2	88138475
ENSG00000090054	SPTLC1	92115413
ENSG00000119397	CNTRL	121074955
ENSG00000153707	PTPRD	10613002
ENSG00000107331	ABCA2	137028237
ENSG00000137124	ALDH1B1	38392702
ENSG00000137142	IGFBPL1	38424454
ENSG00000214654	B3GALT9	120793467
ENSG00000137145	DENND4C	19230693
ENSG00000137154	RPS6	19380236
ENSG00000177076	ACER2	19409009
ENSG00000155886	SLC24A2	19789037
ENSG00000107036	RIC1	5629107
ENSG00000120215	MLANA	5890889
ENSG00000099219	ERMP1	5833117
ENSG00000258728		34646645
ENSG00000137070	IL11RA	34652185
ENSG00000119321	FKBP15	113221277
ENSG00000178966	RMI1	83980805
ENSG00000165269	AQP7	33402568
ENSG00000165271	NOL6	33473924
ENSG00000130713	EXOSC2	130693780
ENSG00000212864	RNF208	137222240
ENSG00000165684	SNAPC4	136400170
ENSG00000283329	FAM240B	38720133
ENSG00000119508	NR4A3	99821885
ENSG00000136874	STX17	99906654
ENSG00000136861	CDK5RAP2	120580167
ENSG00000197768	STPG3	137251286
ENSG00000164975	SNAPC3	15422876
ENSG00000130045	NXNL2	88535178
ENSG00000198722	UNC13B	35162009
ENSG00000106823	ECM2	92535990
ENSG00000106852	LHX6	122228957
ENSG00000023318	ERP44	100099000
ENSG00000196422	PPP1R26	135479782
ENSG00000160345	PIERCE1	135499869
ENSG00000160349	LCN1	135521440
ENSG00000122136	OBP2A	135546126
ENSG00000126883	NUP214	131125586
ENSG00000169155	ZBTB43	126805040
ENSG00000136859	ANGPTL2	127122635
ENSG00000172785	ZNG1A	179056
ENSG00000204779	FOXD4L5	65285209
ENSG00000147996	ZNG1E	65675928
ENSG00000184659	FOXD4L4	65737146
ENSG00000181404	WASHC1	29456
ENSG00000187796	CARD9	136373669
ENSG00000158169	FANCC	95317709
ENSG00000205143	ARID3C	34629066
ENSG00000119408	NEK6	124257949
ENSG00000136930	PSMB7	124415442
ENSG00000136931	NR5A1	124507399
ENSG00000175854	SWI5	128276276
ENSG00000182150	ERCC6L2	95875691
ENSG00000221829	FANCG	35079942
ENSG00000234829	IFNA17	21228222
ENSG00000228083	IFNA14	21240005
ENSG00000147873	IFNA5	21305313
ENSG00000198642	KLHL9	21335404
ENSG00000188379	IFNA2	21385398
ENSG00000120242	IFNA8	21409117
ENSG00000197919	IFNA1	21440439
ENSG00000184995	IFNE	21482313
ENSG00000197816	CCDC180	97307659
ENSG00000260691	ANKRD20A1	67858931
ENSG00000099810	MTAP	21802636
ENSG00000147889	CDKN2A	21974857
ENSG00000147883	CDKN2B	22009305
ENSG00000198853	RUSC2	35490111
ENSG00000215187	FAM166B	35563878
ENSG00000279073		137040387
ENSG00000122140	MRPS2	135500682
ENSG00000107014	RLN2	5304716
ENSG00000107018	RLN1	5339876
ENSG00000107020	PLGRKT	5437925
ENSG00000120217	CD274	5450542
ENSG00000197646	PDCD1LG2	5510531
ENSG00000120162	MOB3B	27529814
ENSG00000147896	IFNK	27524290
ENSG00000147894	C9orf72	27573481
ENSG00000174482	LINGO2	29213601
ENSG00000177125	ZBTB34	126860639
ENSG00000213694	S1PR3	88991468
ENSG00000148082	SHC3	89178818
ENSG00000123975	CKS2	89311195
ENSG00000119523	ALG2	99221942
ENSG00000106803	SEC61B	99222282
ENSG00000197724	PHF2	93576584
ENSG00000048828	FAM120A	93451685
ENSG00000204246	OR13C3	104536856
ENSG00000179055	OR13D1	104694518
ENSG00000285082		117704403
ENSG00000107282	APBA1	69672371
ENSG00000188647	PTAR1	69760011
ENSG00000070214	SLC44A1	105244651
ENSG00000119383	PTPA	129111415
ENSG00000229314	ORM1	114323098
ENSG00000228278	ORM2	114329869
ENSG00000106948	AKNA	114387982
ENSG00000095397	WHRN	114505473
ENSG00000119522	DENND1A	123930126
ENSG00000136816	TOR1B	129803184
ENSG00000136827	TOR1A	129824136
ENSG00000136819	C9orf78	129835275
ENSG00000136878	USP20	129835458
ENSG00000148180	GSN	121268162
ENSG00000107164	FUBP3	130579577
ENSG00000158079	PTPDC1	94084464
ENSG00000136848	DAB2IP	121651634
ENSG00000122733	PHF24	34958285
ENSG00000283526	PRRT1B	131545523
ENSG00000157654	PALM2AKAP2	109780198
ENSG00000284976		137217494
ENSG00000276040	SPATA31A7	61190036
ENSG00000283205		87956214
ENSG00000275969	SPATA31A3	66992550
ENSG00000120235	IFNA6	21350887
ENSG00000233816	IFNA13	21368057
ENSG00000179058	C9orf50	129621101
ENSG00000236637	IFNA4	21187587
ENSG00000167110	GOLGA2	128276007
ENSG00000136869	TLR4	117704403
ENSG00000165282	PIGO	35096591
ENSG00000196990	FAM163B	133609389
ENSG00000123454	DBH	133636363
ENSG00000187616	MYMK	133524959
ENSG00000160323	ADAMTS13	133422367
ENSG00000173068	BNC2	16870670
ENSG00000230453	ANKRD18B	33524251
ENSG00000185963	BICD2	92764833
ENSG00000127081	ZNF484	92878038
ENSG00000165023	DIRAS2	90642824
ENSG00000196116	TDRD7	97412096
ENSG00000136938	ANP32B	97983341
ENSG00000095380	NANS	98056732
ENSG00000106785	TRIM14	98119222
ENSG00000106789	CORO2A	98192637
ENSG00000095383	TBC1D2	98255649
ENSG00000107242	PIP5K1B	68705240
ENSG00000187866	PABIR1	68780065
ENSG00000189357	SPATA31D4	81928428
ENSG00000186788	SPATA31D3	81943500
ENSG00000214929	SPATA31D1	81988772
ENSG00000187239	FNBP1	130043189
ENSG00000155158	TTC39B	15307216
ENSG00000120210	INSL6	5185639
ENSG00000120211	INSL4	5231419
ENSG00000138835	RGS3	113463727
ENSG00000119396	RAB14	121201869
ENSG00000197694	SPTAN1	128552587
ENSG00000080503	SMARCA2	2015347
ENSG00000165119	HNRNPK	83980215
ENSG00000136854	STXBP1	127612277
ENSG00000126882	FAM78A	131276510
ENSG00000097007	ABL1	130835254
ENSG00000106952	TNFSF8	114930591
ENSG00000041982	TNC	115118157
ENSG00000197191	CYSRT1	137225174
ENSG00000106976	DNM1	128203379
ENSG00000137075	RNF38	36400269
ENSG00000122705	CLTA	36190921
ENSG00000130635	COL5A1	134641803
ENSG00000160339	FCN2	134880810
ENSG00000085265	FCN1	134917912
ENSG00000106829	TLE4	79571965
ENSG00000213221	DNLZ	136363744
ENSG00000130560	UBAC1	135961373
ENSG00000148411	NACC2	136095289
ENSG00000238227	TMEM250	136118875
ENSG00000107187	LHX3	136205128
ENSG00000165661	QSOX2	136245812
ENSG00000260220	CCDC187	136304094
ENSG00000288701	PRRC2B	131394086
ENSG00000291303		131430129
ENSG00000148153	INIP	112718117
ENSG00000148158	SNX30	112750760
ENSG00000228623	ZNF883	113012192
ENSG00000107263	RAPGEF1	131740076
ENSG00000176884	GRIN1	137139154
ENSG00000176978	DPP7	137114733
ENSG00000130948	HSD17B3	96302176
ENSG00000130958	SLC35D2	96383711
ENSG00000165244	ZNF367	96418370
ENSG00000130956	HABP4	96450169
ENSG00000081377	CDC14B	96619843
ENSG00000230246	SPATA31C1	87917962
ENSG00000086062	B4GALT1	33167336
ENSG00000122711	SPINK4	33240167
ENSG00000107262	BAG1	33264708
ENSG00000086065	CHMP5	33265049
ENSG00000137076	TLN1	35732195
ENSG00000180264	ADGRD2	124450451
ENSG00000136811	ODF2	128456006
ENSG00000165688	PMPCA	136410658
ENSG00000099139	PCSK5	75890673
ENSG00000135002	RFK	76394426
ENSG00000280094	OR1B1	122657627
ENSG00000083067	TRPM3	71121621
ENSG00000106688	SLC1A1	4490468
ENSG00000205808	PLPP6	4662294
ENSG00000106993	CDC37L1	4679569
ENSG00000147853	AK3	4741202
ENSG00000106686	SPATA6L	4666480
ENSG00000106804	C5	121050275
ENSG00000147862	NFIB	14314141
ENSG00000165138	ANKS6	98796555
ENSG00000119514	GALNT12	98807670
ENSG00000204291	COL15A1	98943907
ENSG00000188312	CENPP	92325953
ENSG00000171505	OR1N1	122527293
ENSG00000171501	OR1N2	122553112
ENSG00000136939	OR1L4	122723990
ENSG00000171459	OR1L6	122742303
ENSG00000148215	OR5C1	122788933
ENSG00000171102	OBP2B	133209250
ENSG00000197859	ADAMTSL2	133534704
ENSG00000123453	SARDH	133738352
ENSG00000160293	VAV2	133992324
ENSG00000235106	BRD3OS	134025481
ENSG00000169925	BRD3	134068026
ENSG00000196363	WDR5	134136082
ENSG00000283378	CNTNAP3C	61330717
ENSG00000106991	ENG	127854658
ENSG00000127080	IPPK	92670131
ENSG00000107140	TESK1	35605262
ENSG00000273514	FOXD4L6	41128681
ENSG00000215126	ZNG1F	41189317
ENSG00000148225	WDR31	113340275
ENSG00000148358	GPR107	130053906
ENSG00000125482	TTF1	132406840
ENSG00000188523	CFAP77	132410211
ENSG00000125492	BARHL1	132582606
ENSG00000169692	AGPAT2	136687457
ENSG00000165699	TSC1	132944616
ENSG00000106799	TGFBR1	99105113
ENSG00000106771	TMEM245	109119947
ENSG00000095203	EPB41L4B	109321059
ENSG00000180071	ANKRD18A	38620596
ENSG00000185920	PTCH1	95509266
ENSG00000148120	AOPEP	94726699
ENSG00000167393	PPP2R3B	386907
ENSG00000183943	PRKX	3713649
ENSG00000177504	VCX2	8171267
ENSG00000185291	IL3RA	1336785
ENSG00000182162	P2RY8	1537185
ENSG00000169100	SLC25A6	1392113
ENSG00000125363	AMELX	11293413
ENSG00000196433	ASMT	1615059
ENSG00000169084	DHRSX	2500976
ENSG00000146950	SHROOM2	9786429
ENSG00000011201	ANOS1	8732137
ENSG00000169093	ASMTL	1452909
ENSG00000177138	FAM9B	9034127
ENSG00000004961	HCCS	11111332
ENSG00000146938	NLGN4X	6228867
ENSG00000183304	FAM9A	8801383
ENSG00000101955	SRPX	38220871
ENSG00000126010	GRPR	16123565
ENSG00000177324	BEND2	18220886
ENSG00000147027	TMEM47	34657285
ENSG00000185915	KLHL34	21658330
ENSG00000197976	AKAP17A	1591604
ENSG00000091482	SMPX	21758116
ENSG00000149970	CNKSR2	21374418
ENSG00000036473	OTC	38352604
ENSG00000147041	SYTL5	38006553
ENSG00000224960	PPP4R3C	27463341
ENSG00000173698	ADGRG2	19122468
ENSG00000131831	RAI2	17861298
ENSG00000047230	CTPS2	16712669
ENSG00000169906	S100G	16650158
ENSG00000187516	H2AP	37990779
ENSG00000102218	RP2	46837043
ENSG00000012174	MBTPS2	21839617
ENSG00000182798	MAGEB17	16167481
ENSG00000189132	FAM47B	34942796
ENSG00000102098	SCML2	18354688
ENSG00000158526	TSR2	54440404
ENSG00000183690	EFHC2	44343672
ENSG00000180182	MED14	40735542
ENSG00000147119	CHST7	46573765
ENSG00000273820	USP27X	49879484
ENSG00000171365	CLCN5	49922596
ENSG00000184735	DDX53	22999960
ENSG00000177689	MAGEB10	27807990
ENSG00000102313	ITIH6	54798255
ENSG00000165186	PTCHD1	23334849
ENSG00000169895	SYAP1	16719612
ENSG00000102043	MTMR8	64395452
ENSG00000008086	CDKL5	18425608
ENSG00000196368	NUDT11	51496592
ENSG00000165164	CFAP47	35919734
ENSG00000268994	FAM236B	72782660
ENSG00000124479	NDP	43973390
ENSG00000230797	YY2	21855987
ENSG00000165169	DYNLT3	37847571
ENSG00000147081	AKAP4	50201007
ENSG00000069535	MAOB	43882450
ENSG00000155659	VSIG4	66040080
ENSG00000102221	JADE3	46912421
ENSG00000189299	FOXR2	55623400
ENSG00000065923	SLC9A7	46759118
